0,1,2,3,4,5
0.0,0.0,0.0,0.0,0.0,0.0
-4.181878271478049,-4.206133496294461,-4.236839629542942,-4.250587184880216,5.209976388984223,-5.185499999999999
-2.846002036199567,-2.8987910663876595,-2.48216725521228,-2.497664104649362,10.951237499999982,-5.185499999999999
-3.8118696570421506,-3.7958073953062548,-3.8848104293172296,-3.8477779940989354,6.535409581441485,-5.185499999999999
-7.047064252186746,-7.646489505965647,-7.400062269877337,-7.407564262224374,-10.083843469212333,-10.153690101396545
0.0,0.0,0.0,0.0,0.0,0.0
-4.798946346314782,-7.618855443042305,-7.486459316749292,-7.754400200595358,-10.07067563774706,-10.188773511544099
-2.629051394974452,-6.200298647893491,-6.238506293422811,-6.2808191476119815,-10.074076635621621,-10.162525648734475
0.6889356954933399,-4.649456909350758,-4.678526316840455,-4.701678175532316,-5.185499999999999,-8.046221272141443
0.42183258745794744,-6.268387164136663,-6.2310374875735794,-6.404497619381249,-10.070211225640271,-10.160138306652048
0.0,0.0,0.0,0.0,0.0,0.0
-1.0492648806056648,-6.595270979060722,-6.315848796627436,-6.645133186419298,-10.079289442778446,-10.18377379755143
-7.278908478042532,-7.3147501416753915,-5.179307926250067,-7.374045686053554,-10.08943195444482,-10.160368855120929
-5.806187548788142,-5.87749262115576,-3.8088554224790836,-6.043804361089412,-10.074099368696093,-10.159307355499699
-6.427949900639784,-6.903999656633026,-6.778974184258653,-6.703324880312035,-10.084256128004768,-10.174753473997765
0.0,0.0,0.0,0.0,0.0,0.0
-0.3,-0.51,-0.3,5.042999999999999,-5.1,19.999999999999996
6.536817251562471,-3.363891737363785,-3.3557000193469686,-3.402627819467608,-5.1,-3.440491324717278
12.580249999999984,-1.9877217234449998,-1.997368936491187,-2.0233826836833746,-5.1,-1.9993784924625746
-3.0027822419582826,-3.357980287552676,7.933181769270162,-2.9703825202881915,-5.1,-3.3140305565743504
0.0,0.0,0.0,0.0,0.0,0.0
-4.809972193785657,-4.677530751442124,-2.5903603928256467,3.9494775694524815,-5.1,-5.185499999999999
-3.258386974740577,-3.3686295932225905,-2.981425746653559,7.468391065803349,-5.1,-5.185499999999999
-4.289614712687989,-4.2639196456488255,-4.348502470535899,5.062218059582004,-5.1,-5.185499999999999
-3.318490699021464,-7.283880545482938,-7.4033959448036,-7.416704890080855,-10.088856299231887,-10.186687856520235
0.0,0.0,0.0,0.0,0.0,0.0
-4.332953746928729,-7.608107235530236,-7.335837740720203,-7.466686254503232,-10.077230844669039,-10.171516072273729
-1.5996739878942945,-6.250642386862324,-5.98463789952445,-6.177418718110376,-10.073121965510055,-10.154645702313438
-1.3876435426061202,-4.68298669822452,-4.852489862439787,-4.583748111816385,-5.1,-5.185499999999999
-6.315184107452586,-6.594331608220461,-6.395242699939379,-3.1294814826469937,-10.08845148612134,-10.158069125863333
0.0,0.0,0.0,0.0,0.0,0.0
-1.338784205999389,-6.564389929898967,-6.754221294228107,-6.561402247441055,-10.092847453510872,-10.168089998976033
-1.4199113333757147,-7.27933169707047,-7.104850754160467,-7.09881820861578,-10.072175363200353,-10.162206484732074
0.6881649061035453,-5.830686967694748,-5.898222318842029,-5.561633607942934,-10.0781545246529,-10.191257210309352
-2.057440922064506,-6.951313600835301,-6.669377729175031,-6.771970214088548,-10.083351938543043,-10.184027740677301
0.0,0.0,0.0,0.0,0.0,0.0
-0.5954999999999999,-0.51,-0.51,6.239999999999998,-5.1,-5.185499999999999
-2.84328936981113,-3.330468878682713,-2.951889799120301,-3.116341640388222,-5.1,-5.185499999999999
-1.8998284024312497,-1.9863496690189686,-2.054693462392528,-2.0871499735209427,-5.1,-5.185499999999999
